platform,appId,title,store_url,developer,genres,contentRating,price,free,score,reviews,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,com.luminalabs.luvbae,AI Boyfriend - LuvBae,https://play.google.com/store/apps/details?id=com.luminalabs.luvbae&hl=en&gl=us,Lumina Labs,Entertainment,Everyone,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.ai.gf.bf,AI Girlfriend and Boyfriend,https://play.google.com/store/apps/details?id=com.ai.gf.bf&hl=en&gl=us,Bytes Arena,Photography,Everyone,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,james.british.ai.boyfriend.virtual.dating.lover.relationship.bf.romance.companion,James: British AI Boyfriend,https://play.google.com/store/apps/details?id=james.british.ai.boyfriend.virtual.dating.lover.relationship.bf.romance.companion&hl=en&gl=us,Jani Infotech,Entertainment,Teen,0,True,4.362069,24,companion,False,,True,Phone,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.replika.app,Replika: My AI Friend,https://play.google.com/store/apps/details?id=ai.replika.app&hl=en&gl=us,"Luka, Inc",Health & Fitness,Teen,0,True,4.27981,80072,companion,True,https://replika.com,True,"email/password, Apple, Google",True,self-declaration (date of birth),False,False,"Replika Pro: romantic mode, voice calls, AR, adult content",$19.99/month,en
android,com.testa.boybot,Virtual Boyfriend: AI Romance,https://play.google.com/store/apps/details?id=com.testa.boybot&hl=en&gl=us,RoboBot Studio,Entertainment,Everyone,0,True,3.94,133,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,french.ai.boyfriend.bf.romantic.virtual.dating.lover.relationship.companion,Éloi: French AI Boyfriend,https://play.google.com/store/apps/details?id=french.ai.boyfriend.bf.romantic.virtual.dating.lover.relationship.companion&hl=en&gl=us,Jani Infotech,Entertainment,Mature 17+,0,True,4.6666665,3,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.castlepumpkin.jaxi,Jaxi - AI Boyfriend Chat,https://play.google.com/store/apps/details?id=com.castlepumpkin.jaxi&hl=en&gl=us,castlepumpkin,Entertainment,Teen,0,True,4.2941175,5,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,weappico.husby,Husby: AI Partner & AI BF Chat,https://play.google.com/store/apps/details?id=weappico.husby&hl=en&gl=us,Weappico Limited,Entertainment,Mature 17+,0,True,4.40566,141,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.aigc.ushow.ichat,"Linky AI: Chat, Play, Connect",https://play.google.com/store/apps/details?id=com.aigc.ushow.ichat&hl=en&gl=us,Skywork AI Pte. Ltd.,Social,Mature 17+,0,True,4.0231466,15059,companion,True,https://linky-ai.com,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, advanced characters, creator program",$9.99/month,"en, zh, ja, ko, es, fr"
android,ai.onspace.app,Crushie Al: Romance AI Chat,https://play.google.com/store/apps/details?id=ai.onspace.app&hl=en&gl=us,Qianfan Hong Kong Limited,Entertainment,Everyone,0,True,4.46789,114,companion,False,,True,"Discord, Twitter",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,app.doki.dokichat,Dokichat - Romantic AI Chats,https://play.google.com/store/apps/details?id=app.doki.dokichat&hl=en&gl=us,Dokichat AI,Entertainment,Everyone,0,True,3.7425742,166,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.tain.reelso,LoveyDovey - Dream Chats,https://play.google.com/store/apps/details?id=ai.tain.reelso&hl=en&gl=us,"TainAI, Inc.",Entertainment,Teen,0,True,3.41,155,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.liume.mimel,mimel: Chat with AI Boyfriend,https://play.google.com/store/apps/details?id=com.liume.mimel&hl=en&gl=us,Liume Inc.,Lifestyle,Teen,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,ai.moguchat.app,MoguChat:Talk to Your AI Lover,https://play.google.com/store/apps/details?id=ai.moguchat.app&hl=en&gl=us,Quantum Narrative,Entertainment,Mature 17+,0,True,3.8,6,companion,False,,True,"Apple, Discord, Tiktok, Twitter",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.luxleyai.chat2026,Luxley- AI Boyfriend,https://play.google.com/store/apps/details?id=com.luxleyai.chat2026&hl=en&gl=us,Salim Semangat Dev,Entertainment,Mature 17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.Beauchamp.Messenger.external,Chai: Chat AI Platform,https://play.google.com/store/apps/details?id=com.Beauchamp.Messenger.external&hl=en&gl=us,Chai Research,Entertainment,Mature 17+,0,True,3.6426842,32048,companion,False,,True,"email/password, Google, Apple",True,device settings age confirmation,True,False,"Chai Premium: unlimited messages, better models, no ads; Chai Ultra: $29.99/month",$13.99/month,en
android,ai.boyfriend.virtual.iboy.dating.lover,AmourAI : My Virtual Boyfriend,https://play.google.com/store/apps/details?id=ai.boyfriend.virtual.iboy.dating.lover&hl=en&gl=us,Grey AI Solutions,Entertainment,Everyone,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.chat.himai,Him AI: AI Dream Boyfriend,https://play.google.com/store/apps/details?id=com.chat.himai&hl=en&gl=us,WISDOMONE TECHNOLOGY LIMITED,Entertainment,Mature 17+,0,True,,,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.fjsh.moshas,AI Love Simulator - Moshas,https://play.google.com/store/apps/details?id=com.fjsh.moshas&hl=en&gl=us,fjsh,Entertainment,Everyone,0,True,2.6,3,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.botify.app,Botify AI: Chatbot & Companion,https://play.google.com/store/apps/details?id=ai.botify.app&hl=en&gl=us,"Ex-human, Inc",Entertainment,Mature 17+,0,True,3.8004074,2212,companion,True,https://botif.ai,True,"email/password, Apple, Google",True,self-declaration (date of birth),True,False,"Premium: $9.99/month - unlimited chats, removes limits and ads",$9.99/month,en
android,com.myapp.partner,Partner - Your AI Companion,https://play.google.com/store/apps/details?id=com.myapp.partner&hl=en&gl=us,IndCreative,Social,Everyone,0,True,2.1666667,5,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,io.secretai.llm,Secret AI: Local AI Chat,https://play.google.com/store/apps/details?id=io.secretai.llm&hl=en&gl=us,Secret AI,Productivity,Teen,0,True,2.7631578,21,companion,False,,True,email/password,False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.dkc.bfpp,Boyfriend Plus,https://play.google.com/store/apps/details?id=com.dkc.bfpp&hl=en&gl=us,Dragon King Creations,Simulation,Mature 17+,0,True,3.483871,1045,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.withfeelingai.test,Paradot: Personal AI chat,https://play.google.com/store/apps/details?id=com.withfeelingai.test&hl=en&gl=us,WITHFEELING.AI,Social,Mature 17+,0,True,3.9924242,1496,companion,False,,True,"Discord, Facebook, Twitter",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.tikie.ai.android,TiKie: AI Fantasy & Roleplay,https://play.google.com/store/apps/details?id=com.tikie.ai.android&hl=en&gl=us,Junoverse,Entertainment,Mature 17+,0,True,3.7763975,587,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,free.ai.chat.gpt.bot.plus.assistant.v3,Love Chatbot X - AI Characters,https://play.google.com/store/apps/details?id=free.ai.chat.gpt.bot.plus.assistant.v3&hl=en&gl=us,Real Escape AI Studio,Entertainment,Mature 17+,0,True,4.504587,440,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.fictionlab.app,FictionLab AI,https://play.google.com/store/apps/details?id=ai.fictionlab.app&hl=en&gl=us,FictionLab,Entertainment,Teen,0,True,4.27451,144,companion,False,,True,Discord,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.aiboyfriend.raj,Indian AI Boyfriend: Raj,https://play.google.com/store/apps/details?id=com.aiboyfriend.raj&hl=en&gl=us,AG ARMY,Entertainment,Teen,0,True,,,companion,False,,True,"Google, Phone",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.goanai.chat,Create your Virtual AI Partner,https://play.google.com/store/apps/details?id=ai.goanai.chat&hl=en&gl=us,LunaCat Ivan Marzan,Entertainment,Everyone,0,True,3.877551,14,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.smartfy.coupleai,Virtual AI Girlfriend CoupleAI,https://play.google.com/store/apps/details?id=com.smartfy.coupleai&hl=en&gl=us,DictionaryAndTranslator,Entertainment,Mature 17+,0,True,4.1,51,companion,False,,True,Phone,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,mobile.dopple.ai,Dopple.AI,https://play.google.com/store/apps/details?id=mobile.dopple.ai&hl=en&gl=us,Dopple,Entertainment,Everyone,0,True,2.655914,799,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.anirole.mobile,Chacha - AI Anime Chat,https://play.google.com/store/apps/details?id=ai.anirole.mobile&hl=en&gl=us,"Kinkaku, Inc",Entertainment,Teen,0,True,4.5454545,5,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.pheon,Dialogue: AI Chat & Companion,https://play.google.com/store/apps/details?id=com.pheon&hl=en&gl=us,Pheon,Entertainment,Teen,0,True,3.4761217,1755,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,chat.melting.apppp,Melting – AI Romance Chat,https://play.google.com/store/apps/details?id=chat.melting.apppp&hl=en&gl=us,Watnee Inc.,Entertainment,Mature 17+,0,True,3.4666667,7,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.maplehouse.gp.ichat.aa,MatchMe: My Secret Crush,https://play.google.com/store/apps/details?id=com.maplehouse.gp.ichat.aa&hl=en&gl=us,Crazy Maple Studio Dev,Role Playing,Teen,0,True,3.7,69,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.rosytalk.ai,Rosytalk: AI Character Chat,https://play.google.com/store/apps/details?id=com.rosytalk.ai&hl=en&gl=us,MINDZEN AI,Entertainment,Mature 17+,0,True,4.4882154,2408,companion,False,,True,"Discord, Twitter, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.fjsh.fantalk,AI Friend: Chat with Character,https://play.google.com/store/apps/details?id=com.fjsh.fantalk&hl=en&gl=us,fjsh,Entertainment,Everyone,0,True,3.625,11,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.fjsh.throbfe,Tokimeki AI: Virtual Love Sim,https://play.google.com/store/apps/details?id=com.fjsh.throbfe&hl=en&gl=us,fjsh,Entertainment,Everyone,0,True,3,2,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,kinda.character.chat,Kinda: AI Character Chat,https://play.google.com/store/apps/details?id=kinda.character.chat&hl=en&gl=us,Generous Tech Inc.,Entertainment,Everyone,0,True,1.9333333,7,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.soulmate.ai.chat.virtual.friend.companion,Weifu AI: My Girlfriend Chat,https://play.google.com/store/apps/details?id=com.soulmate.ai.chat.virtual.friend.companion&hl=en&gl=us,Vitality AI,Entertainment,Mature 17+,0,True,4.4067163,359,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.ezuseapp.ezcrush.chatbot,Suka:AI Character&AI Story,https://play.google.com/store/apps/details?id=com.ezuseapp.ezcrush.chatbot&hl=en&gl=us,AILI TECH,Entertainment,Mature 17+,0,True,4.065637,487,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.warpspace.caveduckaos,Caveduck-Meet Your AI Friends,https://play.google.com/store/apps/details?id=com.warpspace.caveduckaos&hl=en&gl=us,Warpspace,Entertainment,Teen,0,True,3.128205,33,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.mythicai.app,Arcana AI: AI Roleplay & Chat,https://play.google.com/store/apps/details?id=com.mythicai.app&hl=en&gl=us,NONIC Corporation,Entertainment,Teen,0,True,4.155844,25,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",$2.99/month,en
android,live.soulsync.app,SoulSync: AI Chat,https://play.google.com/store/apps/details?id=live.soulsync.app&hl=en&gl=us,SeaArt,Entertainment,Mature 17+,0,True,3.7037036,24,companion,False,,True,"Discord, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.poe.android,Poe - Fast AI Chat,https://play.google.com/store/apps/details?id=com.poe.android&hl=en&gl=us,"Quora, Inc.",Productivity,Everyone,0,True,4.497151,5286,general_purpose,True,https://poe.com,True,"email/password, Google, Apple",False,,False,False,"Poe Premium: unlimited messages, access to GPT-4, Claude, and other premium bots",$19.99/month,"en, es, fr, de, ja, ko, zh, pt, it, ru"
android,ai.yourmove.app,YourMove AI Dating Assistant,https://play.google.com/store/apps/details?id=ai.yourmove.app&hl=en&gl=us,Squip AI,Lifestyle,Teen,0,True,4.3506494,13,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,talking.toy.funny.aifriend,My AI Friend,https://play.google.com/store/apps/details?id=talking.toy.funny.aifriend&hl=en&gl=us,Funny Talking,Lifestyle,Everyone,0,True,2.7619047,21,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.rochat.bot,Rochat-AI Character Chat,https://play.google.com/store/apps/details?id=ai.rochat.bot&hl=en&gl=us,rochat.ai,Entertainment,Mature 17+,0,True,2.94,98,mixed,True,https://rochat.ai,True,"email/password, Apple, Google",True,self-declaration (date of birth),True,False,Free: 20 dialogues/day; Premium: $9.99/month unlimited,$9.99/month,"en, ru, ja"
android,com.ai.myhuma.aicompanion,"Huma - AI Chat, Fun & Images",https://play.google.com/store/apps/details?id=com.ai.myhuma.aicompanion&hl=en&gl=us,myhuma.ai,Communication,Mature 17+,0,True,2.5,1,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
